ID,SenId,Words,LID
22990,2061,.,Symbol
22991,2062,Temporary,English
22992,2062,Memory,English
22993,2062,කියලත්,Sinhala
22994,2062,හඳුන්වනවා,Sinhala
22995,2062,.,Symbol
22996,2063,Phone,English
22997,2063,එකේ,Sinhala
22998,2063,Performance,English
22999,2063,අඩු,Sinhala
23000,2063,වෙනවා,Sinhala
23001,2063,වගේ,Sinhala
23002,2063,දැනුනොත්,Sinhala
23003,2063,Cache,English
23004,2063,Memory,English
23005,2063,Clean,English
23006,2063,කරලා,Sinhala
23007,2063,බලන්න,Sinhala
23008,2063,.,Symbol
23009,2063,#GerholdThinkDigital,English
23010,2064,Data,English
23011,2064,නැතුව,Sinhala
23012,2064,කොහොමද,Sinhala
23013,2064,internet,English
23014,2064,යන්නෙ,Sinhala
23015,2064,.,Symbol
23016,2064,😂,Symbol
23017,2064,😂,Symbol
23018,2065,Oh,English
23019,2065,!,Symbol
23020,2065,Seriously,English
23021,2065,😅,Symbol
23022,2065,😂,Symbol
23023,2066,Bagiya,NameEntity
23024,2066,elama,Sin-Eng
23025,2066,hode,Sin-Eng
23026,2067,Nice,English
23027,2067,work,English
23028,2067,guys,English
23029,2067,😍,Symbol
23030,2067,😍,Symbol
23031,2067,Good,English
23032,2067,Luck,English
23033,2067,..,Symbol
23034,2067,!,Symbol
23035,2068,cohgratuliatiohs,English
23036,2069,Wish,English
23037,2069,you,English
23038,2069,a,English
23039,2069,very,English
23040,2069,happy,English
23041,2069,birthday,English
23042,2070,3g,NameEntity
23043,2070,dila,Sin-Eng
23044,2070,inna,Sin-Eng
23045,2070,mulinma,Sin-Eng
23046,2071,Chamantha,NameEntity
23047,2071,Ranawala,NameEntity
23048,2072,සිග්නල්,Eng-Sin
23049,2072,නෑ,Sinhala
23050,2072,...,Symbol
23051,2072,අපෝ,Sinhala
23052,2072,...,Symbol
23053,2072,එපා,Sinhala
23054,2072,වෙනවා,Sinhala
23055,2072,.,Symbol
23056,2072,හොරණ,NameEntity
23057,2072,දික්හේන,NameEntity
23058,2072,ගම,Sinhala
23059,2072,.,Symbol
23060,2073,Maru,Sin-Eng
23061,2073,gedi,Sin-Eng
23062,2073,deka,Sin-Eng
23063,2074,CONGRATS,English
23064,2074,:,Symbol
23065,2075,Game,English
23066,2075,ekk,Sin-Eng
23067,2075,ghgnn,Sin-Eng
23068,2075,ba,Sin-Eng
23069,2075,ping,English
23070,2075,ek,Sin-Eng
23071,2075,ynwa,Sin-Eng
23072,2075,ek,Sin-Eng
23073,2075,hdla,Sin-Eng
23074,2075,denn,Sin-Eng
23075,2075,apit,Sin-Eng
23076,2076,I,English
23077,2076,GOT,English
23078,2076,two,English
23079,2076,prizes,English
23080,2076,...,Symbol
23081,2076,100rs,English
23082,2076,and,English
23083,2076,1000rs,English
23084,2076,..,Symbol
23085,2076,thanx,English
23086,2076,Lebsack,NameEntity
23087,2077,Sri,NameEntity
23088,2077,Lanka,NameEntity
23089,2077,Zemlak,NameEntity
23090,2077,PLC,English
23091,2077,Paid,English
23092,2077,my,English
23093,2077,April,English
23094,2077,bill,English
23095,2077,using,English
23096,2077,",",Symbol
23097,2077,https://billonline.Batz.lk/BillViewPortal,NameEntity
23098,2077,Pay,English
23099,2077,option,English
23100,2077,",",Symbol
23101,2077,I,English
23102,2077,did,English
23103,2077,not,English
23104,2077,receive,English
23105,2077,the,English
23106,2077,SMS,English
23107,2077,confirming,English
23108,2077,that,English
23109,2077,u,English
23110,2077,received,English
23111,2077,my,English
23112,2077,payment,English
23113,2077,.,Symbol
23114,2078,Normally,English
23115,2078,I'm,English
23116,2078,getting,English
23117,2078,that,English
23118,2078,SMS,English
23119,2078,.,Symbol
23120,2079,I,English
23121,2079,got,English
23122,2079,the,English
23123,2079,confirmation,English
23124,2079,from,English
23125,2079,website,English
23126,2079,.,Symbol
23127,2080,Curnt,English
23128,2080,giyahama,Sin-Eng
23129,2080,signal,English
23130,2080,na,Sin-Eng
23131,2080,...,Symbol
23132,2081,tower,English
23133,2081,eke,Sin-Eng
23134,2081,geniyak,Sin-Eng
23135,2081,natilulu,Sin-Eng
23136,2081,...,Symbol
23137,2082,ubalage,Sin-Eng
23138,2082,magule,Sin-Eng
23139,2082,service,English
23140,2082,mewa,Sin-Eng
23141,2082,...,Symbol
23142,2083,පුළුවන්,Sinhala
23143,2083,නං,Sinhala
23144,2083,කරන්න,Sinhala
23145,2083,මෙන්න,Sinhala
23146,2083,සෙල්ලම්,Sinhala
23147,2083,!,Symbol
23148,2083,#අවුරුදුසෙල්ලම්,Sinhala
23149,2083,#avurudusellam,Sin-Eng
23150,2084,I,English
23151,2084,have,English
23152,2084,send,English
23153,2084,so,English
23154,2084,many,English
23155,2084,messages,English
23156,2084,still,English
23157,2084,no,English
23158,2084,replies,English
23159,2085,Oya,Sin-Eng
23160,2085,Lebsack,NameEntity
23161,2085,nisa,Sin-Eng
23162,2085,awa,Sin-Eng
23163,2085,senagak,Sin-Eng
23164,2085,newei,Sin-Eng
23165,2085,Deranata,Sin-Eng
23166,2085,adare,Sin-Eng
23167,2085,nisa,Sin-Eng
23168,2085,awa,Sin-Eng
23169,2085,aya,English
23170,2085,...,Symbol
23171,2086,Kaluthara,NameEntity
23172,2087,අලුත්,Sinhala
23173,2087,අවුරුදු,Sinhala
23174,2087,ක්‍රීඩා,Sinhala
23175,2087,කරන්න,Sinhala
23176,2087,කලින්,Sinhala
23177,2087,කස්ටමර්,Eng-Sin
23178,2087,කෙයා,Eng-Sin
23179,2087,එකට,Sinhala
23180,2087,තව,Sinhala
23181,2087,අක්කල,Sinhala
23182,2087,ටිකදෙනෙක්,Sinhala
23183,2087,ගන්න,Sinhala
23184,2087,.,Symbol
23185,2088,පැයබාගයක්,Sinhala
23186,2088,ෆෝන්,Eng-Sin
23187,2088,එක,Sinhala
23188,2088,කනේ,Sinhala
23189,2088,තියන්,Sinhala
23190,2088,ඉන්න,Sinhala
23191,2088,ඔින,Sinhala
23192,2088,.,Symbol
23193,2088,එපා,Sinhala
23194,2088,වෙනව,Sinhala
23195,2088,.,Symbol
23196,2089,අනාගතය,Sinhala
23197,2089,අද,Sinhala
23198,2089,උනාට,Sinhala
23199,2089,කෝල්,Eng-Sin
23200,2089,එකක්,Sinhala
23201,2089,අරන්,Sinhala
23202,2089,හෙට,Sinhala
23203,2089,වෙනකන්,Sinhala
23204,2089,ඉන්න,Sinhala
23205,2089,ඔින,Sinhala
23206,2089,කවුරුහරි,Sinhala
23207,2089,අාන්සර්,Eng-Sin
23208,2089,කරනකන්,Sinhala
23209,2090,Hi,English
23210,2090,hi,English
23211,2091,Congrajulation,English
23212,2091,sir,English
23213,2092,Sri,NameEntity
23214,2092,lanka,NameEntity
23215,2092,1st,English
23216,2092,odi,English
23217,2092,lost,English
23218,2093,Congaratulation,English
23219,2093,Sri,NameEntity
23220,2093,Lanka,NameEntity
23221,2093,.,Symbol
23222,2094,මල්,Sinhala
23223,2094,බර,Sinhala
23224,2094,හිමිදිරියේ,Sinhala
23225,2094,කොයිබද,Sinhala
23226,2094,සමනලියේ,Sinhala
23227,2094,යන්නේ,Sinhala
23228,2094,හිරු,Sinhala
23229,2094,එලියේ,Sinhala
23230,2094,..,Symbol
23231,2095,Anser,English
23232,2095,no,English
23233,2095,4,NameEntity
23234,2096,Videos,English
23235,2096,play,English
23236,2096,wenne,Sin-Eng
23237,2096,na,Sin-Eng
23238,2096,...,Symbol
23239,2096,waiting,English
23240,2096,kiyala,Sin-Eng
23241,2096,wetila,Sin-Eng
23242,2096,home,English
23243,2096,ekatama,Sin-Eng
23244,2096,aaye,Sin-Eng
23245,2096,enawa,Sin-Eng
23246,2096,...,Symbol
23247,2096,PLZ,English
23248,2096,HELP,English
23249,2096,😓,Symbol
23250,2097,Thanks,English
23251,2097,for,English
23252,2097,free,English
23253,2097,giving,English
23254,2097,.,Symbol
23255,2098,Good,English
23256,2098,work,English
23257,2098,buddy,English
23258,2098,..,Symbol
23259,2098,!,Symbol
23260,2099,කලවාන,NameEntity
23261,2099,සිංහරාජයේ,Sinhala
23262,2099,මෙි,Sinhala
23263,2099,ප්‍රදේශයට,Sinhala
23264,2099,වසරේ,Sinhala
23265,2099,සෑම,Sinhala
23266,2099,මසයකම,Sinhala
23267,2099,විදේශිකයින්,Sinhala
23268,2099,විශාල,Sinhala
23269,2099,පිරිසක්,Sinhala
23270,2099,ගැවසෙනව,Sinhala
23271,2100,ඔවුන්ට,Sinhala
23272,2100,අවශ්‍යය,Sinhala
23273,2100,වයිෆයි,NameEntity
23274,2100,පහසුකම්,Sinhala
23275,2100,හා,Sinhala
23276,2100,දුරකතන,Sinhala
23277,2100,පහසුකම්,Sinhala
23278,2100,ලබාගැනිමට,Sinhala
23279,2100,නොහැකි,Sinhala
23280,2100,මෙි,Sinhala
23281,2100,ප්‍රදේශයට,Sinhala
23282,2100,ඔබලාගේ,Sinhala
23283,2100,ආයතනයේ,Sinhala
23284,2100,සිග්නල්,Eng-Sin
23285,2100,ලබාදිමට,Sinhala
23286,2100,කටයුතු,Sinhala
23287,2100,කරනවනමි,Sinhala
23288,2100,ඉතා,Sinhala
23289,2100,ස්තුතියිවන්ත,Sinhala
23290,2100,වන,Sinhala
23291,2100,වෙමි,Sinhala
23292,2100,",",Symbol
23293,2101,එමෙන්ම,Sinhala
23294,2101,මෙි,Sinhala
23295,2101,ප්‍රදේශයේ,Sinhala
23296,2101,ජනතාවට,Sinhala
23297,2101,එය,Sinhala
23298,2101,විශාලතම,Sinhala
23299,2101,සේවයක්,Sinhala
23300,2101,වෙිවි,Sinhala
23301,2102,ඔබ,Sinhala
23302,2102,ආයතනයට,Sinhala
23303,2102,ලොකු,Sinhala
23304,2102,ආදායමක්,Sinhala
23305,2102,ලැබෙිවි,Sinhala
23306,2103,ඒ,Sinhala
23307,2103,නිසා,Sinhala
23308,2103,මෙි,Sinhala
23309,2103,සමිබන්ධව,Sinhala
23310,2103,ඉතා,Sinhala
23311,2103,ඉක්මනින්,Sinhala
23312,2103,කටයුතු,Sinhala
23313,2103,කරනවනමි,Sinhala
23314,2103,අගේ,Sinhala
23315,2103,කොට,Sinhala
23316,2103,සලකමි,Sinhala
23317,2103,ස්තුතියි,Sinhala
23318,2103,7743673,NameEntity
23319,2103,60,NameEntity
23320,2104,මෙච්චර,Sinhala
23321,2104,වෙලා,Sinhala
23322,2104,වැඩ,Sinhala
23323,2104,කරා,Sinhala
23324,2104,...,Symbol
23325,2104,දැන්,Sinhala
23326,2104,වැඩ,Sinhala
23327,2104,නෑ,Sinhala
23328,2104,...,Symbol
23329,2105,ඩේට,Eng-Sin
23330,2105,ඔන්,Eng-Sin
23331,2105,වෙන්නෙත්,Sinhala
23332,2105,නැ,Sinhala
23333,2105,..,Symbol
23334,2105,කොල්,Eng-Sin
23335,2105,ගන්නත්,Sinhala
23336,2105,බැ,Sinhala
23337,2105,...,Symbol
23338,2105,කොල්,Eng-Sin
23339,2105,එන්නෙත්,Sinhala
23340,2105,නැ,Sinhala
23341,2106,Suberb,English
23342,2106,our,English
23343,2106,lions,English
23344,2106,a,English
23345,2106,the,English
23346,2106,best,English
23347,2106,in,English
23348,2106,tha,English
23349,2106,world,English
23350,2106,%,Symbol
23351,2106,%,Symbol
23352,2106,%,Symbol
23353,2107,Thank,English
23354,2107,u,English
23355,2107,god,English
23356,2107,giving,English
23357,2107,this,English
23358,2107,real,English
23359,2107,lions,English
23360,2107,for,English
23361,2107,my,English
23362,2107,country,English
23363,2108,All,English
23364,2108,black,English
23365,2108,😍,Symbol
23366,2108,😍,Symbol
23367,2108,😍,Symbol
23368,2108,❤,Symbol
23369,2108,❤,Symbol
23370,2108,❤,Symbol
23371,2109,මගෙ,Sinhala
23372,2109,මහජන,Sinhala
23373,2109,බැංකුවේ,Sinhala
23374,2109,ඇප්,Eng-Sin
23375,2109,එකෙ,Sinhala
23376,2109,මම,Sinhala
23377,2109,භවිත,Sinhala
23378,2109,කරන්න,Sinhala
23379,2109,නමිබර්,Eng-Sin
23380,2109,එකට,Sinhala
23381,2109,රැපියල්,Sinhala
23382,2109,දෙසියක,Sinhala
23383,2109,යවන,Sinhala
23384,2109,ලදි,Sinhala
23385,2109,එත,Sinhala
23386,2109,තමා,Sinhala
23387,2109,පොන්,Eng-Sin
23388,2109,එකට,Sinhala
23389,2109,ඇවිත,Sinhala
23390,2109,නැ,Sinhala
23391,2109,7656889,NameEntity
23392,2109,50,NameEntity
23393,2110,anith,Sin-Eng
23394,2110,networks,English
23395,2110,okkoma,Sin-Eng
23396,2110,4g,NameEntity
23397,2110,router,English
23398,2110,denawa,Sin-Eng
23399,2110,oyala,Sin-Eng
23400,2110,vitarak,Sin-Eng
23401,2110,nodenna,Sin-Eng
23402,2110,ai,Sin-Eng
23403,2111,man,Sin-Eng
23404,2111,Gerhold,NameEntity
23405,2111,use,English
23406,2111,karanna,Sin-Eng
23407,2111,2006,NameEntity
23408,2111,indan,English
23409,2111,a,English
23410,2111,dawaswela,Sin-Eng
23411,2111,signalwath,Mixed
23412,2111,tibbe,Sin-Eng
23413,2111,na,Sin-Eng
23414,2111,.,Symbol
23415,2112,eda,Sin-Eng
23416,2112,sita,Sin-Eng
23417,2112,ada,Sin-Eng
23418,2112,dakwa,Sin-Eng
23419,2112,Gerhold,NameEntity
23420,2112,akan,Sin-Eng
23421,2112,offers,English
23422,2112,labuna,Sin-Eng
23423,2112,godak,Sin-Eng
23424,2112,",",Symbol
23425,2112,lankawe,Mixed
23426,2112,aduma,Sin-Eng
23427,2112,data,English
23428,2112,calls,English
23429,2112,Gerhold,NameEntity
23430,2112,akan,Sin-Eng
23431,2112,denna,Sin-Eng
23432,2112,athdakimen,Sin-Eng
23433,2112,kiyanna,Sin-Eng
23434,2113,Data,English
23435,2113,adu,Sin-Eng
23436,2113,kala,Sin-Eng
23437,2113,witharai,Sin-Eng
23438,2113,package,English
23439,2113,eka,Sin-Eng
23440,2113,wenas,Sin-Eng
23441,2113,wenne,Sin-Eng
23442,2113,ne,Sin-Eng
23443,2113,lol,English
23444,2114,Okata,Sin-Eng
23445,2114,etaksalawa.lk,NameEntity
23446,2114,add,English
23447,2114,karanna,Sin-Eng
23448,2114,ko,Sin-Eng
23449,2115,I,English
23450,2115,can,English
23451,2115,only,English
23452,2115,use,English
23453,2115,Nokia,NameEntity
23454,2116,Nirmal,NameEntity
23455,2116,Sajith,NameEntity
23456,2116,Chamantha,NameEntity
23457,2116,Ranawala,NameEntity
23458,2117,for,English
23459,2117,normal,English
23460,2117,people,English
23461,2117,it,English
23462,2117,should,English
23463,2117,be,English
23464,2117,12,NameEntity
23465,2117,for,English
23646,2117,programmers,English
23467,2117,it,English
23468,2117,should,English
23469,2117,be,English
23470,2117,36,NameEntity
23471,2118,සිග්නල්,Eng-Sin
23472,2118,නෑ,Sinhala
23473,2118,යකෝ,Sinhala
23474,2118,",",Symbol
23475,2118,පලවෙනි,Sinhala
23476,2118,දවසෙ,Sinhala
23477,2118,විතරයි,Sinhala
23478,2118,4g,NameEntity
23479,2118,තිබුනෙ,Sinhala
23480,2118,",",Symbol
23481,2118,දැන්,Sinhala
23482,2118,2g,NameEntity
23483,2118,",",Symbol
23484,2118,උබලගෙ,Sinhala
23485,2118,කයිවාරුව,Sinhala
23486,2118,විතරයි,Sinhala
23487,2118,🖕,Symbol
23488,2119,Malbara,Sin-Eng
23489,2119,himidiriye,Sin-Eng
23490,2119,Koibada,Sin-Eng
23491,2119,Rahalaliye,Sin-Eng
23492,2119,panne,Sin-Eng
23493,2119,hiru,NameEntity
23494,2119,eliye,Sin-Eng
23495,2119,kkiyanna,Sin-Eng
23496,2119,siyumeliye,Sin-Eng
23497,2119,...,Symbol
23498,2120,Lebsack,NameEntity
23499,2120,bila,Sin-Eng
23500,2120,wadi,Sin-Eng
23501,2120,adukaranna,Sin-Eng
23502,2120,nathnam,Sin-Eng
23503,2120,thawa,Sin-Eng
23504,2120,2gb,NameEntity
23505,2120,wath,Sin-Eng
23506,2120,danne,Sin-Eng
23507,2121,Lebsack,NameEntity
23508,2121,horen,Sin-Eng
23509,2121,gana,Sin-Eng
23510,2121,kapa,Sin-Eng
23511,2121,ganawada,Sin-Eng
23512,2121,danne,Sin-Eng
23513,2121,na,Sin-Eng
23514,2121,danne,Sin-Eng
23515,2121,na,Sin-Eng
23516,2121,na,Sin-Eng
23517,2121,na,Sin-Eng
23518,2121,na,Sin-Eng
23519,2122,අපි,Sinhala
23520,2122,සංවිධානාත්මකව,Sinhala
23521,2122,තොපේ,Sinhala
23522,2122,ඔය,Sinhala
23523,2122,ටීවී,NameEntity
23524,2122,එක,Sinhala
23525,2122,බලන,Sinhala
23526,2122,එක,Sinhala
23527,2122,නවත්වනවා,Sinhala
23528,2122,",",Symbol
23529,2122,කාලකන්නි,Sinhala
23530,2122,හැත්ත,Sinhala
23531,2123,තොපිට,Sinhala
23532,2123,ඕන,Sinhala
23533,2123,වැඩසටහන්,Sinhala
23534,2123,නෙමේ,Sinhala
23535,2123,අපිට,Sinhala
23536,2123,ඕන,Sinhala
23537,2123,වැඩසටහන්,Sinhala
23538,2123,අපිබලන්නේ,Sinhala
23539,2124,තොපිට,Sinhala
23540,2124,සල්ලි,Sinhala
23541,2124,දීල,Sinhala
23542,2124,අපි,Sinhala
23543,2124,ගන්නේ,Sinhala
23544,2124,තොපිට,Sinhala
23545,2124,ඕන,Sinhala
23546,2124,වෙලාවට,Sinhala
23547,2124,බ්ලොක්,Eng-Sin
23548,2124,කරන්න,Sinhala
23549,2124,නෙමේ,Sinhala
23550,2124,කාලකන්නි,Sinhala
23551,2124,හැත්ත,Sinhala
23552,2124,.,Symbol
23553,2125,The,English
23554,2125,TV,NameEntity
23555,2125,series,English
23556,2125,Game,English
23557,2125,of,English
23558,2125,Thrones,English
23559,2125,is,English
23560,2125,infamous,English
23561,2125,for,English
23562,2125,its,English
23563,2125,unending,English
23564,2125,list,English
23565,2125,of,English
23566,2125,character,English
23567,2125,deaths,English
23568,2125,",",Symbol
23569,2125,who,English
23570,2125,do,English
23571,2125,you,English
23572,2125,think,English
23573,2125,will,English
23574,2125,bite,English
23575,2125,the,English
23576,2125,dust,English
23577,2125,next,English
23578,2125,?,Symbol
23579,2126,අපෝ,Sinhala
23580,2126,Batz,NameEntity
23581,2126,නම්,Sinhala
23582,2126,ගන්න,Sinhala
23583,2126,එපා,Sinhala
23584,2126,Coustmer,English
23585,2126,Service,English
23586,2126,බිංදුවයි,Sinhala
23587,2126,",",Symbol
23588,2126,අපි,Sinhala
23589,2126,මාසෙක,Sinhala
23590,2126,ඉදල,Sinhala
23591,2126,පැමිණිලි,Sinhala
23592,2126,කරන්නෙ,Sinhala
23593,2126,කිසිම,Sinhala
23594,2126,ප්‍රතිචාරයක්,Sinhala
23595,2126,නෑ,Sinhala
23596,2126,",",Symbol
23597,2126,අඩුම,Sinhala
23598,2126,ගානෙ,Sinhala
23599,2126,page,English
23600,2126,එකට,Sinhala
23601,2126,දාපු,Sinhala
23602,2126,මැසේජ්,Eng-Sin
23603,2126,එකවත්,Sinhala
23604,2126,බලල,Sinhala
23605,2126,නෑ,Sinhala
23606,2126,",",Symbol
23607,2126,මේ,Sinhala
23608,2126,සේවය,Sinhala
23609,2126,නම්,Sinhala
23610,2126,ගන්න,Sinhala
23611,2126,එපා,Sinhala
23612,2127,පැය,Sinhala
23613,2127,3-Feb,NameEntity
23614,2127,වගේ,Sinhala
23615,2127,unlimited,English
23616,2127,පැකේජ්,Eng-Sin
23617,2127,තියෙනවානම්,Sinhala
23618,2127,හොදයි,Sinhala
23619,2127,download,English
23620,2127,කරන්න,Sinhala
23621,2128,Kiynnkooo,Sin-Eng
23622,2128,withra,Sin-Eng
23623,2129,Hi,English
23624,2129,",",Symbol
23625,2129,Did,English
23626,2129,not,English
23627,2129,receive,English
23628,2129,any,English
23629,2129,additional,English
23630,2129,GB,NameEntity
23631,2129,for,English
23632,2129,my,English
23633,2129,payment,English
23634,2129,..,Symbol
23635,2130,It,English
23636,2130,has,English
23637,2130,been,English
23638,2130,more,English
23639,2130,than,English
23640,2130,24,NameEntity
23641,2130,hours,English
23642,2130,since,English
23643,2130,the,English
23644,2130,payment,English
23645,2130,.,Symbol
23646,2130,#Batz,NameEntity
23647,2131,Api,Sin-Eng
23648,2131,kochchara,Sin-Eng
23649,2131,card,English
23650,2131,damanawada,Sin-Eng
23651,2131,eka,Sin-Eng
23652,2131,dinumak,Sin-Eng
23653,2131,na,Sin-Eng
23654,2132,tawa,Sin-Eng
23655,2132,kotiye,Sin-Eng
23656,2132,dinuma,Sin-Eng
23657,2132,labuna,Sin-Eng
23658,2132,nam,Sin-Eng
23659,2132,prasna,Sin-Eng
23660,2132,tikak,Sin-Eng
23661,2132,tiyenawa,Sin-Eng
23662,2132,visadaganna,Sin-Eng
23663,2132,tibuna,Sin-Eng
23664,2133,epa,Sin-Eng
23665,2133,wela,Sin-Eng
23666,2133,inne,Sin-Eng
23667,2134,Miladi,Sin-Eng
23668,2134,Gatha,Sin-Eng
23669,2134,Heki,Sin-Eng
23670,2134,da,Sin-Eng
23671,2134,?,Symbol
23672,2135,A,NameEntity
23673,2135,kohenda,Sin-Eng
23674,2135,?,Symbol
23675,2136,මතකද,Sinhala
23676,2136,හැන්දෑවේ,Sinhala
23677,2136,අපි,Sinhala
23678,2136,දෙන්නා,Sinhala
23697,2136,..,Symbol
23680,2137,මන්දාරම්,Sinhala
23681,2137,අදුරෙ,Sinhala
23682,2137,...,Symbol
23683,2138,දවසක්,Sinhala
23684,2138,දා,Sinhala
23685,2138,මල්,Sinhala
23686,2138,වැස්සේ,Sinhala
23687,2138,තෙමුනා,Sinhala
23688,2138,.,Symbol
23689,2139,What,English
23690,2139,about,English
23691,2139,youtube,NameEntity
23692,2140,Eknma,Sin-Eng
23693,2141,The,English
23694,2141,correct,English
23695,2141,answer,English
23696,2141,is,English
23697,2141,Trincomalee,English
23698,2142,Oyalage,Sin-Eng
23699,2142,data,English
23700,2142,kapena,Sin-Eng
23701,2142,vidiha,Sin-Eng
23702,2142,poddak,Sin-Eng
23703,2142,kiyannako,Sin-Eng
23704,2143,Lebsack,NameEntity
23705,2143,nam,Sin-Eng
23706,2143,denawa,Sin-Eng
23707,2143,me,Sin-Eng
23708,2143,dawas,Sin-Eng
23709,2143,tikema,Sin-Eng
23710,2143,100a,Sin-Eng
23711,2143,gane,Sin-Eng
23712,2143,Bartell,NameEntity
23713,2143,පාවිච්චි,Sinhala
23714,2143,karanna,Sin-Eng
23715,2143,patan,Sin-Eng
23716,2143,aran,Sin-Eng
23717,2143,awurudu,Sin-Eng
23718,2143,10k,Sin-Eng
23719,2143,eth,Sin-Eng
23720,2143,kisima,Sin-Eng
23721,2143,Sudanthayak,Sin-Eng
23722,2143,nam,Sin-Eng
23723,2143,ne,Sin-Eng
23724,2143,.,Symbol
23725,2144,Boruwak,Sin-Eng
23726,2144,dala,Sin-Eng
23727,2144,fb,NameEntity
23728,2144,eke,Sin-Eng
23729,2145,බයිල,Sinhala
23730,2145,ඵපා,Sinhala
23731,2145,",",Symbol
23732,2145,පරිබොගිකසේවා,Sinhala
23733,2145,අන්තිමයි,Sinhala
23734,2145,",",Symbol
23735,2145,මිනිස්සුන්ගෙ,Sinhala
23736,2145,සල්ලි,Sinhala
23737,2145,කනව,Sinhala
23738,2145,සෙවාව,Sinhala
23739,2145,0,NameEntity
23740,2145,",",Symbol
23741,2146,oyalage,Sin-Eng
23742,2146,company,English
23743,2146,eka,Sin-Eng
23744,2146,dan,Sin-Eng
23745,2146,maha,Sin-Eng
23746,2146,jarawak,Sin-Eng
23747,2146,wela,Sin-Eng
23748,2146,.,Symbol
23749,2147,wikunagannakan,Sin-Eng
23750,2147,vitarai,Sin-Eng
23751,2147,.,Symbol
23752,2148,passe,English
23753,2148,katha,Sin-Eng
23754,2148,kalath,Sin-Eng
23755,2148,answer,English
23756,2148,na,Sin-Eng
23757,2148,.,Symbol
23758,2149,danna,Sin-Eng
23759,2149,kiyana,Sin-Eng
23760,2149,kisima,Sin-Eng
23761,2149,kenek,Sin-Eng
23762,2149,me,English
23763,2149,jarawa,Sin-Eng
23764,2149,ganna,Sin-Eng
23765,2149,epa,Sin-Eng
23766,2149,.,Symbol
23767,2150,Wish,English
23768,2150,you're,English
23769,2150,Happy,English
23770,2150,birthday,English
23771,2151,දළදා,Sinhala
23772,2151,සමිඳු,Sinhala
23773,2151,පිහිටයි,Sinhala
23774,2151,🇱🇰,Symbol
23775,2151,🙏,Symbol
23776,2151,🙏,Symbol
23777,2151,🙏,Symbol
23778,2152,Kohomada,Sin-Eng
23779,2152,genna,Sin-Eng
23780,2152,ganne,Sin-Eng
23781,2153,Congratulations,English
23782,2153,SL,NameEntity
23783,2153,!,Symbol
23784,2154,That,English
23785,2154,partnership,English
23786,2154,worked,English
23787,2154,wonders,English
23788,2154,.,Symbol
23789,2155,Thanks,English
23790,2155,I,English
23791,2155,used,English
23792,2155,my,English
23793,2155,debit,English
23794,2155,card,English
23795,2155,to,English
23796,2155,reload,English
23797,2155,through,English
23798,2155,my,English
23799,2155,Lebsack,NameEntity
23800,2155,app,English
23801,2155,.,Symbol
23802,2156,very,English
23803,2156,useful,English
23804,2156,<3,Symbol
23805,2157,Hey,English
23806,2157,i,English
23807,2157,got,English
23808,2157,0.1,NameEntity
23809,2157,gb,NameEntity
23810,2157,free,English
23811,2157,data,English
23812,2157,..,Symbol
23813,2158,thank,English
23814,2158,you,English
23815,2158,guys,English
23816,2158,very,English
23817,2158,much,English
23818,2158,..,Symbol
23819,2158,🤐,Symbol
23820,2159,Dan,Sin-Eng
23821,2159,tiyena,Sin-Eng
23822,2159,sim,English
23823,2159,eka,Sin-Eng
23824,2159,4g,NameEntity
23825,2159,karaganna,Sin-Eng
23826,2159,money,English
23827,2159,yanawada,Sin-Eng
23828,2159,?,Symbol
23829,2160,Coverage,English
23830,2160,nee,Sin-Eng
23831,2160,bang,Sin-Eng
23832,2161,CTB,English
23833,2161,bus,English
23834,2161,tikak,Sin-Eng
23835,2161,dalawath,Sin-Eng
23836,2161,senaga,Sin-Eng
23837,2161,genna,Sin-Eng
23838,2161,gaththanam,Sin-Eng
23839,2162,පලාත්වාදියෝ,Sinhala
23840,2162,😬,Symbol
23841,2162,😬,Symbol
23842,2163,Podi,Sin-Eng
23843,2163,awulak,Sin-Eng
23844,2163,...,Symbol
23845,2164,Redda,Sin-Eng
23846,2164,tamai,Sin-Eng
23847,2164,Gerhold,NameEntity
23848,2164,page,English
23849,2164,...,Symbol
23850,2165,Gibson,NameEntity
23851,2165,tiyeddi,Sin-Eng
23852,2165,3g,NameEntity
23853,2165,pawa,Sin-Eng
23854,2165,hodata,Sin-Eng
23855,2165,tibuna,Sin-Eng
23856,2165,..,Symbol
23857,2165,Dan,Sin-Eng
23858,2165,Gerhold,NameEntity
23859,2165,walin,Sin-Eng
23860,2165,gattama,Sin-Eng
23861,2165,tibuna,Sin-Eng
23862,2165,3g,NameEntity
23863,2165,wat,Sin-Eng
23864,2165,Naha,Sin-Eng
23865,2165,...,Symbol
23866,2166,Super,English
23867,2166,well,English
23868,2166,done,English
23869,2166,👍,Symbol
23870,2166,🏻,Symbol
23871,2166,Nisal,NameEntity
23872,2167,Quil,NameEntity
23873,2167,app,English
23874,2167,eke,Sin-Eng
23875,2167,time,English
23876,2167,plan,English
23877,2167,ekain,Sin-Eng
23878,2167,yaddi,Sin-Eng
23879,2167,4G,NameEntity
23880,2167,signal,English
23881,2167,ay,Sin-Eng
23882,2167,H,English
23883,2167,+,Symbol
23884,2167,karanne,Sin-Eng
23885,2167,..,Symbol
23886,2168,monawath,Sin-Eng
23887,2168,hariyata,Sin-Eng
